courseNumber,description
PSYC126,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): cbns 106 or psyc 110;  or consent of instructor. covers mechanisms of learning and memory across levels of analysis including genetic, neuronal, systems, and theory.  topics include the multiple memory systems, memory consolidation, working memory, emotional memory, recognition memory, spatial memory, and human amnesia.     cross-listed with cbns 126."
PSYC140,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): psyc 001, psyc 002, psyc 011, psyc 012 with grades of ""c-"" or better; or equivalents; or consent of instructor. the relationship between the individual and the group, including such topics as conformity and deviance, attraction and prejudice, altruism and aggression, and the social nature of attitudes."
PSYC150,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): psyc 001, psyc 002, psyc 011, psyc 012 with grades of ""c-"" or better; or equivalents; or consent of instructor. a survey of the principal theories of personality with attention to the experimental methods and findings on which they are based."
PSYC160,"5 units, lecture, 3 hours; discussion, 1 hour; term paper, 3 hours. prerequisite(s): psyc 001 with a grade of c- or better; psyc 002 with a grade of c- or better; psyc 011 with a grade of c- or better; psyc 012 with a grade of c- or better. introduces the biological, social, and cognitive processes that influence development from the prenatal period through late adulthood. topics include development in physical, motor, perceptual, cognitive, emotional, and social areas. includes discussion of issues related to intellectual functioning, personality, social roles and relationships, coping and adjustment, and aging."
PSYC161,"5 units, lecture, 3 hours; discussion, 1 hour; term paper, 3 hours. prerequisite(s): psyc 001 with a grade of c- or better; psyc 002 with a grade of c- or better; psyc 011 with a grade of c- or better; psyc 012 with a grade of c- or better;  or consent of instructor. a study of the development of human personality from birth through late adolescence. emphasizes the impact of interpersonal relationships on the acquisition of human traits, emotional reactions, and patterns of adjustment."
PSYC200A,"3 units, lecture, 3 hours. prerequisite(s): graduate standing or consent of instructor. the fundamentals of neuroscience in molecular and cellular mechanisms, neural and hormonal systems, and neural control of behavior. cross-listed with nrsc 200a."
PSYC207A,"3 units, lecture, 3 hours. prerequisite(s):  restricted to major(s) psychology;  graduate standing;  or consent of instructor. a consideration of major issues and theories in the area of developmental psychology. covers social learning theory, structural theories, sociobiology, and theories of personality development. topics include life span models and plasticity of human behavior."
PSYC258,"3 units, seminar, 3 hours. prerequisite(s):  restricted to major(s) psychology;  graduate standing;  or consent of instructor. selected advanced topics in developmental psychology.  graded satisfactory (s) or no credit (nc). course is repeatable."
PSYC263,"3 units, seminar, 3 hours. prerequisite(s):  restricted to major(s) psychology;  graduate standing;  or consent of instructor. consists of readings, oral reports, and discussions by students, faculty, and visiting scholars of selected areas in behavioral neuroscience.  graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 36 units."
PSYC271,"3 units, seminar, 3 hours. prerequisite(s):  restricted to major(s) psychology;  graduate standing;  or consent of instructor. examines current issues in memory, learning, and psycholinguistics. emphasizes recent and important experimental findings and theoretical development.  graded satisfactory (s) or no credit (nc). course is repeatable."
PSYC301,"2 units, seminar, 1 hour; practicum, 3 hours. prerequisite(s): admission to graduate standing in psychology teaching assistant development. program offered by the teaching assistant development office of the graduate division. required prior to or concurrent with the student's first teaching assistant appointment. may be waived by petition based on previous experience. graded satisfactory (s) or no credit (nc). course is repeatable."
PBPL216,"4 units, lecture, 3 hours; extra reading, 3 hours. prerequisite(s):  graduate standing;  or consent of instructor. introduction to the basic principles and practices of leadership suitable for local, regional, national, and global/international settings. also assists in developing the capacity to be a public leader.  may be taken satisfactory (s) or no credit (nc) with consent of instructor and graduate advisor."
RLST002,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): none. an introduction to the comparisons of scripture. includes sikhism, zoroastrianism, judaism, christianity, islam, hinduism, buddhism, taoism, and confucianism. also addresses a number of the modern new religious movements."
RLST006,"4 units, lecture, 3 hours; discussion, 1 hour; extra reading, 3 hours. prerequisite(s): none. examines the figure of jesus from two main perspectives: historical investigations of jesus in his first-century context and modern representations of jesus in the united states."
RLST190,"1 to 5 units, individual study, 3 to 15 hours. prerequisite(s): consent of instructor and department chair. to be taken to meet special curricular problems. course is repeatable to a maximum of 16 units."
RLST302,"1 to 4 units, practicum, 3 to 12 hours. prerequisite(s): appointment as a teaching assistant; graduate standing. supervised teaching in lower- and upper-division religious studies courses. graded satisfactory (s) or no credit (nc). course is repeatable."
RLST405,"1 unit, seminar, 1 hour. prerequisite(s):  graduate standing;  or consent of instructor. introduction to and preparation for career options beyond the professorial track.  graded satisfactory (s) or no credit (nc)."
RUSN001,"4 units, lecture, 4 hours. prerequisite(s): none. an introduction to the sound system and grammar of russian, with attention to the development of the four skills of listening, speaking, reading, and writing."
RUSN004,"4 units, lecture, 4 hours. prerequisite(s): rusn 003 with a grade of ""c-"" or better. a comprehensive review of the basic grammatical structures of russian. includes irregular and idiomatic forms, vocabulary building, and development of conversation and composition skills."
RUSN190,"1 to 5 units, to be taken with the consent of the chairman of the department as a means of meeting special curricular problems. course is repeatable."
SOC003,"4 units, lecture, 3 hours; discussion, 1. prerequisite(s): soc 001 (or soc 001h) with a grade of ""c-"" or better. introduces the basic concepts and theoretical approaches that sociologists use to understand the social world. prepares for upper-division sociology courses by examining major issues in sociology through the lens of different theoretical perspective.  credit is awarded for only one of soc 003 or soc 003h."
SOC169,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): soc 003 with a grade of c- or better. an analysis and critical evaluation of sociological theory from 1920 to the present. explores the growth of current sociological theories and recent trends in conceptual formulations."
SOC190,"1 to 5 units, individual study, 3 to 15 hours. prerequisite(s): upper-division standing; consent of instructor and department chair. individual study, directed by a faculty member, to meet special curricular needs. course is repeatable to a maximum of 15 units."
