courseNumber,description
SEHE115,"4 units, lecture, 3 hours; research, 2 hours; written work, 1 hour. prerequisite(s): gbst 001;  or consent of instructor. explores the ethnographic methodologies that are the interdisciplinary tools researchers use to describe and document everyday lived lives. engages through various practicum and independent research utilizing literary sources. includes composition of a research proposal and video presentation of independent findings.     cross-listed with gbst 115."
SEHE129,"4 units, lecture, 3 hours; term paper, 1 hour; extra reading, 2 hours. prerequisite(s):  restricted to class level standing of junior, or  senior;  or consent of instructor. explores relations of power, love, desire, hunger, and taste through food and food systems. considers how food is found, grown, made, bought, sold, shared, and consumed. covers food apartheid and carceral food systems; metabolic disease; nutrition and nourishment; the right to food; and movements to decolonize food systems."
SEHE137S,"5 units, lecture, 3 hours; discussion, 1 hour; extra reading, 2 hours; written work, 1 hour. prerequisite(s):  restricted to class level standing of junior, or  senior;  or consent of instructor. examines how notions of justice and human rights have been brought to bear on environmental and sustainability debates. also examines the theoretical and historical basis of the environmental justice and human rights movements. topics include local concerns (including ""food deserts"") and air pollution, as well as global problems.     cross-listed with posc 137s.  credit is awarded for one of the following  posc 137s,  sehe 137s,  posc 137, or sehe 137."
SEHE143,"4 units, seminar, 3 hours; screening, 2 hours; written work, 1 hour; extra reading, 1 hour. prerequisite(s):  restricted to class level standing of junior, or  senior. a study of decolonial and audiovisual approaches to conceiving the human/nonhuman from latin american perspectives. examines issues of extractivism, environmental justice, the debate on living well, the relation between human and nonhuman, and how films illustrate these issues.     cross-listed with mcs 175, and spn 175."
SEHE161,"4 units, lecture, 3 hours; research, 1 hour; individual study, 3 hours; written work, 2 hours; extra reading, 2 hours. prerequisite(s):  restricted to class level standing of junior, or  senior. introduces reproductive justice concepts of intersectionality, systemic oppression, the triple pillar approach, and human rights. analyzes inequality and power in shaping the reproductive contexts of people's lives, behaviors, and outcomes.     cross-listed with gsst 164."
SOC001,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): none. covers the basic concepts and theories relating to the study of humans as participants in group life, analysis of culture, social institutions, personality development, and processes of social interaction. credit is only awarded for one of soc 001 or soc 001h."
SOC004,"5 units, lecture, 3 hours; discussion, 1 hour; research, 3 hours. prerequisite(s): soc 001 with a grade of c- or better or soc 001h with a grade of c- or better. applies the fundamentals of science to social research. investigates problems of research design, sampling, measurement of social phenomena, conduct of field studies, and interpretation of qualitative and quantitative social data."
SOC005,"5 units, lecture, 3 hours; discussion, 1 hour; research, 3 hours. prerequisite(s): soc 004 with a grade of c- or better;  or consent of instructor. covers logical and procedural aspects of the application of statistical methods for data reduction and hypothesis testing in sociology.  includes distributions, tabulations, central tendency, variability, independence, contrasts, correlation and regression, and nonparametrics."
SOC028,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): none. introduces gender as a system of inequality that organizes social life and shapes the distribution of resources, power, and privilege in ways that benefit men over women, including the social construction of gender in everyday life and the gendering of organizations and institutions such as the workplace."
SOC122,"5 units, lecture, 3 hours; research, 3 hours; extra reading, 3 hours. prerequisite(s): soc 003 with a grade of ""c-"" or better or consent of instructor. a study of patterns of social change, resistance to change, and change-producing processes and agencies."
SOC127,"4 units, lecture, 3 hours; discussion, 1 hour; extra reading, 5 hours; research, 3 hours. prerequisite(s): soc 001 with a grade of c- or better or soc 001h with a grade of c- or better;  or consent of instructor. introduces the role that social factors play in shaping the occurrence and distribution of disease and death in populations with an emphasis on socioeconomic status, racism, social relationships and social stress. a particular emphasis is placed on sociological origins of health inequalities.     cross-listed with pbpl 127."
SOC129,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): soc 005 with a ""c-"" or better or consent of instructor. an analysis of the origins, character, maintenance, and consequences of racism in western society focusing on the united states."
SOC130,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): soc 005 with ""c-"" or better or consent of instructor. a study of underrepresented racial and ethnic groups. involves a comparative analysis of the dynamics and consequences of discrimination of racial and ethnic groups in the united states."
SOC133,"4 units, lecture, 3 hours; research, 3 hours. prerequisite(s): soc 005 with a ""c-"" or better or consent of instructor. covers the analysis of theory and research concerning sources of inequality in the distribution of scarce rewards in societies. addresses the influence of aspects of social class and processes involving the hierarchical allocation of social groups to positions."
